filepath,title
26206,"A room in a doll house with furniture, decorations, books, and people in the room also."
26207,Young boy dressed in a suit and red tie. 
26208,Flowers in a white vase on a pink table
26209,Man putting a fanny pack on to a dog
26210,A body of water with boats in it near a busy city.
26211,A group of people standing in front of a large airplane.
26212,A woman dropping donuts into a fryer in a shop.
26213,Elephant standing in large pool of water in native area.
26214,a plate with a couple of sandwiches on it 
26215,A street with six different motorcycles parked on the side of the street and trees in a park behind the bikes.
26216,a white steeple near the roof of a neighboring building.
26217,"The under storage compartment of a bus, filled with luggage, and bags."
26218,Man holds up his tie in front of a group of people. 
26219,A black and white cat sitting in a bathroom sink.
26220,There is a bathroom with four sinks and mirrors
26221,group of people waiting to get onto a bus in the city
26222,"1960s photograph of a city intersection with period cars and abandoned, crumbling retail building."
26223,a large parachute is flying in the sky
26224,A man in  a wet suit surfing on a wave
26225,A nice looking flowers are sitting in the vase near the window. 
26226,A room that has a red sheet on the bed and the windows are open
26227,A zebra walks on the dirt near a lake.
26228,Several slices of pizza are shown on the plate.
26229,A street sign modified to read stop bush.
26230,A bunch of buses parked on the side of the road
26231,A young boy is attempting to slide down a slope.
26232,A group of people skiing on the snow on a mountain
26233,A sandwich served on a plate with a drink next to it
26234,A street sign modified to read stop bush.
26235,A bathroom counter with 2 sinks and a black towel hanging from a rod.
26236,A meal consists of fries and a BLT next to a coffee mug.
26237,A passenger train is sitting on the tracks at a station.  
26238,A naval ship with three small boats full of military people.
26239,A filed full of people flying colorful kites.
26240,A locomotive pulls several cars down the railroad tracks.
26241,An all white bathroom is shown during daylight hours. 
26242,Two women squatting down and using their cellphones.
26243,Man putting a fanny pack on to a dog
26244,Many vans are driving on a street near tall buildings.
26245,People shopping at farmers market with fruit under red umbrellas
26246,A man and woman tennis player shaking hands on the court 
26247,Cows eating in a feed lot with a roof ridge and blue sky in the background
26248,A man standing near trees playing with a frisbee.
26249,two parking meters next to each other and one with a glove on it
26250,A lamp on a desk illuminates a laptop computer.
26251,A bunch of buses parked on the side of the road
26252,Professional motorcyclists racing along a curve on a race track.
26253,A man and woman stand in front of a building. 
26254,A man is sitting at a table outside eating pizza and with a wine glass.
26255,An old airplane flying high in the sky. 
26256,a hand is out holding two bananas outside
26257,A pizza sitting on top of a cutting board on a table.
26258,A small boy blowing out candles on a plate of brownies.
26259,Two plates with food near a box of tissues
26260,A woman in white workout clothing in a kitchen. 
26261,Several green vegetables on the ground in a line.
26262,A dog running through the grass with a frisbee.
26263,a giraffe standing on a grassy  area next to some trees
26264,The plates of sushi are served with wine.
26265,Two women sitting on a couch in a living room.
26266,A small bathroom with a floor whose tiles are missing.
26267,a man doing a hand stand in the road while holding a skateboard 
26268,A sandwich served on a plate with a drink next to it
26269,A picture of the handle bars on a motorcycle. 
26270,Two zebras walking forward in a plant-filled zoo environment. 
26271,A clock sitting in front of a building at night.
26272,Graffiti covered wooden bench near a tree in a forest. 
26273,An elephant with her child amongst their herd in the wild.
26274,a close up of a sotp sign and a street sign
26275,Two men and a women standing together outside.
26276,A group of people in graduation caps and gowns standing and sitting in a room.
26277,A person wearing skis going through the snow.
26278,A train station clock tower with flags flying above it.
26279,Several friends playing a game of ultimate frisbee 
26280,two zebras in a field near one another 
26281,an older man taking a selfie of himself 
26282,Two signs that indicate that individuals should use caution in that area.
26283,a giraffe standing on a grassy  area next to some trees
26284,Two men standing in front of a crowd with cows. 
26285,a black cat sitting on a wooden bench outside
26286,A black and white cat lays on a blue and white striped blanket.
26287,Surfer on a wave at the beach in front of a clouded sky.
26288,A hand making a thumbs up sign in front of a computer.
26289,A woman's hair being blown while riding in a car. 
26290,Man holds up his tie in front of a group of people. 
26291,a man holding a surfboard while walking toward an ocean 
26292,Several sailors are making a pizza in a large kitchen. 
26293,A man starts to eat dinner from a white plate.
26294,A woman and a man with a surf board on the beach.
26295,A bird sits on the edge of the water.
26296,An old airplane flying high in the sky. 
26297,A locomotive pulls several cars down the railroad tracks.
26298,A cat sitting on a messy front porch next to two chairs.
26299,A person washing a dog in a yellow sink.
26300,A large sandwich on some paper by a knife.
26301,Wooden cupboards in a kitchen contain plates and small bowls.
26302,The baby in the high chair is feeding herself  using a utensil
26303,A man and woman tennis player shaking hands on the court 
26304,Young family out for a stroll in China Town.
26305,Two sheep standing next to each other on a lush green field.
26306,A clock above a blue door of a building 
26307,A man on a surf board prepares to ride a wave.
26308,A plate of cooked vegetables  and a fork
26309,A group of bicycling people with helmets are riding down a pathway.
26310,"A delicious fruit plate in a silver bowl. The fruit includes an apple, two apricots, red and green grapes, a banana, and a peach."
26311,An airplane flies above the dock with boats.
26312,A ban and boy are posing for a camera.
26313,A boy with a hat on riding a skateboard.
26314,A batter taking a swing at a baseball game with few people attending.
26315,A young Asian woman dressed in a suit. 
26316,"A kitchen with a toaster, stove, kettle, drawers, cabinets and a counter with chairs in it. "
26317,White porcelain sink with one faucet and white porcelain toilet in abandoned or demolished building.
26318,A bunch of doughnuts going down the assembly line to get glazed.
26319,A sitting woman with a man touching her arm.
26320,A dog running through the grass with a frisbee.
26321,A large black dog walking across a gravel field with an orange frisbee in it's mouth.
26322,A person in a vehicle viewing people with motorcycles.
26323,A plate with with different kinds of food on it.
26324,A stop sign and other traffic signs on a street.
26325,A lower end refrigerator stands beside a cabinet containing a microwave oven.
26326,two zebra standing side by side next to a wall
26327,"A small bathroom has a toilet, with the lid open, and a sink."
26328,A scenic view of a valley with mountains in the distance.
26329,"A clean bathroom with mirrors, sinks, and a toilet."
26330,Two trains are side by side at a loading station.
26331,a wood bench is sitting outside of a building
26332,A mother elephant and her tiny calf walk through the trees.
26333,A bathroom with two sinks a bathtub and a shower with lots of lighting from the windows
26334,A hand making a thumbs up sign in front of a computer.
26335,A man and woman playing tennis while holding their tennis rackets.
26336,A yellow fire hydrant with painted-on eyes on a sidewalk
26337,This is a photo of someones sink in their bathroom. 
26338,a young child on snow skies going down a small hill
26339,Black and white image of a person sitting in chair. 
26340,Some horse drawn carriages in front of a large building.
26341,A group of animals stand next to a watering hole.
26342,A zebra is grazing in the grass by himself.
26343,"A plant shows a tight white center, surrounded by large green leaves.  "
26344,A boy in snow clothing sits on a bench to inspect his skis.
26345,A sandwich on a plate and a cup and saucer on a table.
26346,"A red, white and blue coach bus parked by some trees."
26347,A gourmet lunch served on a brown plate.
26348,Bunches of bananas in yellow and green hang from a ceiling.
26349,There are lots of calories in each and every one of the donuts.
26350,A women smiling while holding a hotdog and sitting at a table.
26351,A train stopping at the train station at night.
26352,A mother elephant and her tiny calf walk through the trees.
26353,There is an elephant who wandering through the brush.
26354,A boy with a hat on riding a skateboard.
26355,An orange truck is shown parked on the side of the sidewalk. 
26356,A young woman eagerly takes a bite of her sandwich.
26357,Graffiti covered wooden bench near a tree in a forest. 
26358,there is a very large sheep that is in the grass
26359,A box of chocolate covered donuts is shown.
26360,Someone skiing in the snow on their skis. 
26361,Several park benches are painted all different colors.
26362,A batter prepares to swing at a pitch during a baseball game.
26363,Tw people ride horses with trees in the background.
26364,"The under storage compartment of a bus, filled with luggage, and bags."
26365,A bride a groom cut their cake with a sword at a military wedding.
26366,A group of animals stand next to a watering hole.
26367,A group of people in graduation caps and gowns standing and sitting in a room.
26368,A group of people in graduation caps and gowns standing and sitting in a room.
26369,Flowers in a white vase on a pink table
26370,A kitchen with wood cabinets and a black stove with teapot sitting on a burner.
26371,a red and blue passenger bust parked at a bus station
26372,"A bathroom with a sink, toilet and shower stall."
26373,A mother and son are playing the Wii in a bedroom.
26374,A jumbo jet taking off  into the sky with its landing gear still extended.
26375,"An orange cat is tapping a computer screen showing a panting, black dog.  "
26376,Blue bird on a branch painted on a white vase.
26377,a couple of men stand on some green brass 
26378,The woman is water skiing today on the lake.
26379,There is no image here to provide a caption for.
26380,a flock of birds are resting on some rocks 
26381,"A small bathroom has a toilet, with the lid open, and a sink."
26382,a flock of birds are resting on some rocks 
26383,"A green double decker bus called ""Green Rovers"""
26384,A curious cat looking at a yellow bird inside a cage.
26385,"A clean bathroom with mirrors, sinks, and a toilet."
26386,A couple of chefs preparing food in a kitchen.
26387,A man and a toddler holding wii remotes near a couch.
26388,A flat vase holding a flower near a window sill.
26389,A dapper gentleman standing on a sidewalk in a neighborhood.
26390,The bottom of the skateboard deck shows lots of wear and tear.
26391,a couple of police officers stand on a street corner 
26392,The grass has been freshly cut on this corner.
26393,Professional motorcyclists racing along a curve on a race track.
26394,A sheep is being carried up a hill.
26395,a couple of men stand on some green brass 
26396,A group of skiers skiing down hill in near fresh powder.
26397,A man in chaps and a cowboy hat sits on a horse.
26398,Cows grazing on a hilly pasture on a sunny day. 
26399,A mother elephant and her tiny calf walk through the trees.
26400,A mother giraffe with her baby in a fenced area.
26401,A police officer riding their motorcycle dressed in his uniform
26402,A piece of cake on a floral paper plate.
26403,A large brown dog laying on top of a blanket.
26404,A stove that has a microwave over it.
26405,A bird standing on a branch near the water.
26406,A man near a desk with a dog on his lap
26407,A photo looking down at a man with a plate of pizza.
26408,There is an elephant who wandering through the brush.
26409,A World War Bomber flying over a row of mountains.
26410,A car behind a parking meter that has a decoration on it.
26411,A Wii remote and college packets on a table.
26412,a bedroom with a man at a computer in the reflection.
26413,A statue of a panda bear sitting on top of a park.
26414,Bikes parked on beach with people in a boat.
26415,A stop sign and other traffic signs on a street.
26416,A man on a surf board prepares to ride a wave.
26417,A Wii remote and college packets on a table.
26418,A clean toilet with black toilet seat and tiled black walls.
26419,The Joseph William a blue boat grounded on the sand.
26420,A bride a groom cut their cake with a sword at a military wedding.
26421,A clock above a blue door of a building 
26422,Bikes parked on beach with people in a boat.
26423,Two guys are playing ultimate frisbee on a field.
26424,Three apples still growing on a tree branch with some worm holes.
26425,A man with a tennis racket and a tennis ball in font of him.
26426,A salad sits ready to eat on a dining table.
26427,Small baby laying on the ground next to a teddy bear. 
26428,two zebras eating the grass in the firld
26429,A closeup of several flowers on a cake.
26430,A plate of cooked vegetables  and a fork
26431,A fire hydrant is sitting in a grassy area.
26432,A suitcase on a bed with a cat sitting inside of it.
26433,Two plates of food have toast and hash browns.
26434,A woman is walking through a bathroom while holding a phone.
26435,A white refrigerator freezer sitting next to a computer desk.
26436,A home theater and entertainment system with couch
26437,A relaxed man in a khaki shirt poses for a portrait.
26438,A man kneeling on a board while skiing over a wake.
26439,A man and a woman skiing together with glasses on. 
26440,A man and a toddler holding wii remotes near a couch.
26441,Railway cars in large yard with many power poles.
26442,Two zebras grazing on grass in a field
26443,a Zebra grazing on grass in a green open field.
26444,Two passenger buses sitting in the parking lot in the evening.
26445,Modern looking shoes around a glass table restaurant
26446,Two cats up on a couch looking out the window 
26447,A person that is wearing glasses looking into a mirror. 
26448,children playing baseball in a wire fenced field.
26449,People at a park with a guy on a skateboard jumping off a ledge.
26450,a person standing near a bench with a view of mountains
26451,A dog sits alone on a muddy beach. 
26452,A man in chaps and a cowboy hat sits on a horse.
26453,a man holding a surfboard while walking toward an ocean 
26454,Two balls of yard and needles on a table.
26455,A ham and cheese bagel sandwich sliced in half on a plate.
26456,A bride a groom cut their cake with a sword at a military wedding.
26457,Man holds up his tie in front of a group of people. 
26458,"A woman washes a bowl in a sink, while a woman next to her holds a towel."
26459,A man in chaps and a cowboy hat sits on a horse.
26460,Two passenger buses sitting in the parking lot in the evening.
26461,A dog leaping into some muddy looking water.
26462,a black and gold clock on the side of a tan building
26463,A woman and a man with a surf board on the beach.
26464,The frisbee is in the air in front of a man who is running.
26465,A box of chocolate covered donuts is shown.
26466,A female surfer weaves around the medium-sized waves.
26467,A baby brushing a woman's teeth with a tooth brush.
26468,The man is holding a remote control in his hand.
26469,A fire hydrant on a corner near a light pole.
26470,I am unable to see an image above.
26471,A chandelier is lit above a small bed.
26472,A woman catches a soccer ball during a game. 
26473,There is a bathroom with four sinks and mirrors
26474,A brown bear is laying on top of a downed tree.
26475,There is a man holding a slice of pizza
26476,There are lots of calories in each and every one of the donuts.
26477,An elephant carries two tanks while being ridden.
26478,A dog lays on a large turtle pillow panting.
26479,Aerial trick performed by skateboarder wearing green shirt.
26480,a man sitting on a couch with half a banana in his right hand
26481,Two woman carrying surfboards on the beach together
26482,A truck and a car parked in a driveway.
26483,The airplane is on the runway getting ready to take off. 
26484,A man lying on a pink couch looking at a laptop in a living room.
26485,Boats on the River Thames in London with a view of Big Ben.
26486,a man carrying a surfboard walking out of the water on a beach
26487,a dog walks in the snow as a person and other dog look on
26488,Cyclists navigate around a cow on an Indian street.
26489,Bikers following a rural trail through the mountains leading towards clouds above 
26490,the large sandwich bun holds different kinds of meat
26491,Stop sign and sign forbidding cars to enter near a commercial business area
26492,A street lined with vespas parked by the curb
26493,A sitting woman with a man touching her arm.
26494,Three bicycles near a tent at a camp site.
26495,A stop sign with a street light in the background.
26496,A motion shot of person riding on a horse closely chasing a cow in a dirt arena.
26497,A bus traveling on a street during the day.
26498,A umbrella that is behind a bench with a television on it.
26499,a couple of blue umbrellas that are over some people
26500,People at a park with a guy on a skateboard jumping off a ledge.
26501,A boy sits in a small motorbike that stands on carpet.
26502,the cat lays on the floor with something in it's paws. 
26503,A giraffe is crossing the street in front of a car.
26504,Surfer on a wave at the beach in front of a clouded sky.
26505,A man that is sitting down holding bread.
26506,A slice of pizza sitting on a plate next to a garnish.
26507,A dog laying underneath a surfboard at the beach
26508,A large long train on a track near some tall buildings.
26509,a set of blue flowers inside a blue vase
26510,A slice of pizza is shown on a plate.
26511,A cat laying on a bed and looking up.
26512,A large truck and some people on a street.
26513,Rider jumps horse over brick wall during a competition
26514,Two toilets that are in a bathroom with tiles.
26515,People watching a man playing a game of tennis
26516,There is a jet airplane on the runway
26517,Railway cars in large yard with many power poles.
26518,Surfer any wetsuit riding on top of a large wave. 
26519,a small boy is holding a large glazed donut
26520,People are waiting in a city area to board a bus.
26521,A wrap around desk in front of a window and a computer.
26522,A table topped with fruits and other clutter.
26523,a person and a dog on a surf board in a large body of water
26524,A young girl pets a calf on the head.
26525,People are watching a train on the tracks.
26526,A boy is on the beach holding a toy. 
26527,A small child holds a silver shiny cell phone while standing in grass.
26528,Large sized dog laying down on the floor next to a large painting of the dog laying down.
26529,A box of chocolate covered donuts is shown.
26530,Groups of people on boats ride on the water.
26531,A giraffe sticking its head through a fence with building in background.
26532,Four cows are eating grass on a hillside.
26533,A man riding a longboard around an outside fair.
26534,A zebra grazing on a patch of greenery. 
26535,a couple of people do tricks in the air over the snow 
26536,a Zebra grazing on grass in a green open field.
26537,A young elephant walking in a field of deep grass.
26538,there is a man that is standing on top of a horse
26539,A large group of horses pulling two people on a carriage.
26540,Surfer any wetsuit riding on top of a large wave. 
26541,a man carrying a surfboard walking out of the water on a beach
26542,The canadian vehicle is one of the most unusual ones seen.
26543,a Zebra grazing on grass in a green open field.
26544,A brown bear is laying on top of a downed tree.
26545,Women sitting outdoors on bench with two cats nearby.
26546,A close up a horse standing with a carriage on a road.
26547,The man in the helmet is jumping while wearing roller skates. 
26548,A closeup photograph of broccoli florets and sliced carrots.
26549,A woman bending over and oven checking on her food.
26550,A cat curled up on a bed for a nap.
26551,A group of people in a room with food.
26552,A child is playing with a baseball bat and a ball.
26553,A fire hydrant is sitting in a grassy area.
26554,a couple of buses that are parked by some houses
26555,A person taking a photo of some scenery
26556,A woman in a black leather jacket hugging a large black suitcase.
26557,A man and woman on boat with bridge in the background.
26558,a pair of scissos sitting on top of assorted twine 
26559,"A group of planes flying in formation, leaving behind smoke trails in the sky."
26560,A man riding a dirt bike through a desert field.
26561,A train on the train tracks surrounded by greenery.  
26562,A plate of cooked vegetables  and a fork
26563,A stop sign stands in the foreground of a skyline. 
26564,A car behind a parking meter that has a decoration on it.
26565,A small bird sitting on top of a tree branch.
26566,a person jumping a snow board in the air
26567,An up close shot of a seagull flying in front of the beach
26568,A black bear is walking alone in the forest.
26569,A woman with grey hair brushes her teeth in the mirror.
26570,"A kitchen with a toaster, stove, kettle, drawers, cabinets and a counter with chairs in it. "
26571,A gray and white cat sitting next to a wine glass.
26572,A young boy breaking a toilet apart with a small hammer.
26573,A man takes a picture of his reflection in a mirror. 
26574,Zebras are standing in the grass near other horned animals.  
26575,there is a male baseball player swinging for the ball
26576,A man spray painting a van that is already heavily graffiti-ed. 
26577,A dog that is sitting and wearing sunglasses.
26578,A girl softball player talks with a woman in a field.
26579,"Two sheep in a pasture, one has been sheared."
26580,A man leaping up to catch a frisbee with another man running behind him.
26581,A salad sits ready to eat on a dining table.
26582,A couple one wearing a wedding dress the other with orange res hair wearing a black suit cut a cake.
26583,An adult giraffe places its head on a young giraffe.
26584,A flock of sheep are crossing the street next to the cars.
26585,a bus that is outside of a building
26586,Two laptops sit atop a desk on either side of a phone.
26587,a person riding a surf board on a wave
26588,Black and white image of a person sitting in chair. 
26589,An elephant looks off into the distance. 
26590,A naked women that is laying on a bed.
26591,A ban and boy are posing for a camera.
26592,An elephant standing in the grass on a sunny day. 
26593,A slice of cake sitting on top of a white plate.
26594,A plate that has a sandwich and some potato chips on it.
26595,a person riding a surf board on a wave
26596,A man lying on a pink couch looking at a laptop in a living room.
26597,There is an adult cat that is sleeping
26598,An airplane is on a runway near a hillside.
26599,a bathroom with a toilet sits next to a bath tub
26600,Eagle perched on a potted plant in a park.
26601,Two halves of a grilled sandwich on a white plate. 
26602,there is a very large sheep that is in the grass
26603,A black and white image of a train moving down the tracks.
26604,A person in a vehicle viewing people with motorcycles.
26605,An old lady sitting on a bench with a big stuffed bear.
26606,A sheep is being carried up a hill.
26607,A man holds his cap in his hand as he has his foot in the hatch door of an airplane.
26608,"Legs of man with tattoos, standing on towel with cat, in bathroom. "
26609,There is a lonely elephant standing by itself in the grassy field. 
26610,Two men sitting on a couch looking at a laptop.
26611,A clock tower has a white pole on top.
26612,A suitcase on a bed with a cat sitting inside of it.
26613,"An apple, watermelon and bananas are setting on the table."
26614,A man looks bewildered in front of a birthday cake.
26615,A man with a ring cutting carrots on a board
26616,a man holding a surfboard while walking toward an ocean 
26617,A blue and white plate filled with meat and vegetables
26618,People flying a bunch of kites in an open field.
26619,A batter at a baseball game waiting for the pitch.
26620,a plate with a couple of sandwiches on it 
26621,The speckled floors in the public restroom are clean.
26622,A group of people skiing on the snow on a mountain
26623,A cat laying on a bed and looking up.
26624,Young adults sit around the table eating pizza
26625,"A green double decker bus called ""Green Rovers"""
26626,A cat is laying down in a pile of towels.
26627,there is a man that is standing on top of a horse
26628,Surfer on a wave at the beach in front of a clouded sky.
26629,The airplane is on the runway getting ready to take off. 
26630,A very tall clock tower towering over a city.
26631,A woman bending over and oven checking on her food.
26632,"A dinner plate with a hot dog, potato chips, and a strawberry on it."
26633,A dog laying on the ground with a motorcycle parked nearby.
26634,A street with six different motorcycles parked on the side of the street and trees in a park behind the bikes.
26635,A batter swings to miss the ball as the catcher prepares to catch it. 
26636,Small train pulling passengers like something you see in an amusement park
26637,a girl entering a train waiving goodbye during the day.
26638,People standing in line by several food trucks parked on the street
26639,Rider jumps horse over brick wall during a competition
26640,A man looks bewildered in front of a birthday cake.
26641,An elephant looks off into the distance. 
26642,A small glass filled with a small bouquet of flowers
26643,Several slices of pizza are shown on the plate.
26644,A passenger train that is traveling down the tracks.
26645,The person is skiing at the bottom of a steep slope. 
26646,A couple of girls and a man at a table
26647,A group of men playing frisbee on a field
26648,Computer table set up with desktop computer on next to items
26649,A batter prepares to swing at a pitch during a baseball game.
26650,I am unable to see an image above.
26651,"A green double decker bus called ""Green Rovers"""
26652,A man by a painting of a brick pizza oven in a chef hat. 
26653,a peice of carrot cake that is on a plate
26654,A skateboarder does a jump trick wearing kneepads.
26655,A toddler is enjoying a very large sub sandwich
26656,"A woman washes a bowl in a sink, while a woman next to her holds a towel."
26657,a few people riding motorcycles on a raod
26658,A skateboarders doing a trick on the lip of a half pipe.
26659,a toilet with an instruction sign on the lid 
26660,Gothic styled buildings with copper tops on the building spires.
26661,A dog peeking around a corner to which we can see a mirrored image of his head.
26662,A white table topped with lots of cups.
26663,A picture of an old red brick building.
26664,Several people riding on horses at the beach.
26665,A meal of a bar-b-q sandwich with toppings and a fork on the side.
26666,A boy asleep on a large bed under a mosquito net
26667,two boats in the harbor in front of a bridge
26668,A HERD OF SHEEP GATHERED AROUND AN OLD BARN
26669,A flat vase holding a flower near a window sill.
26670,Two girls fighting over catching a frisbee in a field.
26671,a frisbee cage in the park with some colorful frisbees in it 
26672,A zebra is grazing in the grass by himself.
26673,A dog and a cat looking upwards near a glass sliding door.
26674,a person riding a bike in a crowd of walking people
26675,Professional motorcyclists racing along a curve on a race track.
26676,a refrigerator in a room with a couch
26677,A smiling woman holds a birthday cake with lit candles
26678,A curious looking cat sitting on a car.
26679,"A small, outdoor group of tables on the corner of a city street."
26680,A man that is sitting down holding bread.
26681,A sandwich with pieces of meat on a bun.
26682,A person wearing a catchers mitt while wearing sunglasses.
26683,A salad sits ready to eat on a dining table.
26684,A fire hydrant on a corner near a light pole.
26685,There is a male tennis player holding a tennis racket 
26686,Two girls fighting over catching a frisbee in a field.
26687,A plate with meat with vegetables and a cup
26688,A bus traveling on a street during the day.
26689,Modern looking shoes around a glass table restaurant
26690,A man lying on a pink couch looking at a laptop in a living room.
26691,A brown and black bird sits on a tree branch.
26692,"Legs of man with tattoos, standing on towel with cat, in bathroom. "
26693,A large long train on a track near some tall buildings.
26694,"A kitchen with a toaster, stove, kettle, drawers, cabinets and a counter with chairs in it. "
26695,a small grey cat is sitting on a wooden chair
26696,A man flying through the air while riding on top of a snowboard.
26697,A fire hydrant is sitting in a grassy area.
26698,There is a wave in the ocean along with a surfboard
26699,A man removes a broken piece from his microwave
26700,A man with a tennis racket holds it behind him.
26701,Two toothbrushes are beside a tube of toothpaste.
26702,a plate with assorted desserts on it with a fork 
26703,A man removes a broken piece from his microwave
26704,A closeup of several flowers on a cake.
26705,A train with the number six on the side.
26706,A gray and white cat sitting next to a wine glass.
26707,There is a teddy bear wearing a robe.
26708,A man hitting a tennis ball with a tennis racquet.
26709,People are waiting in a city area to board a bus.
26710,A large cow standing on top of a grass covered field.
26711,The dog is resting on the floor in the living room.
26712,Large crowd of people on hill near head of statue.
26713,A prepared pizza on a plate is lying on a table.
26714,Two cows are on the slope of a mountain. 
26715,A man walk away from the ocean while holding onto a red surfboard
26716,A regal horse is part of the beauty of a mountain scene.
26717,Three feminine bags are on display in a store window.
26718,The woman is sitting on the floor using her cell phone.
26719,A World War Bomber flying over a row of mountains.
26720,A large fancy chandelier hanging over a room full of furniture.
26721,A dog peeking around a corner to which we can see a mirrored image of his head.
26722,Chocolate frosted doughnut with orange and black sprinkles.
26723,A truck and a car parked in a driveway.
26724,"A sandwich made with ciabatta bread, and some fried on the plate behind it. "
26725,A city bus parked at the curb 
26726,a few people that have some kits in hand
26727,A closeup photograph of broccoli florets and sliced carrots.
26728,Multiple colored bus passing beside a tiered building. 
26729,the large sandwich bun holds different kinds of meat
26730,Giraffes live in a large sandy area close to a mountain range.
26731,The laptop is next to an open magazine.
26732,A narrow city street with tall building to either side.
26733,A little girl reaches out at the zoo to feed a huge elephant.
26734,A large fancy chandelier hanging over a room full of furniture.
26735,there are pigeons in the street eating bread
26736,The fountain cleaner is intently doing his job.
26737,a bunch of bikes are parked in a lot
26738,The woman is sitting on the floor using her cell phone.
26739,A zebra grazing on a patch of greenery. 
26740,A giraffe standing next to a tree covered in leaves.
26741,A little boy sitting in the back seat of a car.
26742,A man in red shirt and white shorts playing game of tennis.
26743,A tennis player runs towards the ball during a match.
26744,there is a male skateboarder that is riding next to a bridge
26745,a desk with a cross on it and candles
26746,A kitchen is under construction with a washer being installed under the sink.
26747,The three giraffes are standing next to the wall.
26748,A naked women that is laying on a bed.
26749,A living room has a wine glass on the coffee table.
26750,A dog lies on the sidewalk next to an upturned hat and a bag.
26751,A man by a painting of a brick pizza oven in a chef hat. 
26752,Two giraffes in a field of high dry grass.
26753,A group of airplanes on a runway waiting to take off.
26754,Three feminine bags are on display in a store window.
26755,A young woman on a surfboard getting ready to ride the wives.
26756,a man sitting down talking on a cell phone while looking out a window 
26757,Two suitcases on a bed filled with different items.
26758,two bears about to butt heads with each other
26759,A black cat is looking away from a picture.
26760,A flower plate that has a serving of food
26761,A sign that shows where a parking area is.
26762,A fighter plane flies by as it holds onto some missles
26763,Zebras are standing in the grass near other horned animals.  
26764,Two men playing frisbee in an open park
26765,a person  on a city street catching a frisbee
26766,An old picture of a train going through a grassy field.
26767,a zebra is laying down in a field
26768,A cake and the dirty dishes used to make it sit on a counter.
26769,a flock of birds are resting on some rocks 
26770,"An old, black truck selling food on street."
26771,Three dogs on the lap of a woman in the driver's seat of a convertible.
26772,A collie wearing a Santa Clause hat 
26773,A dog laying in the grass chewing on a Frisbee.
26774,The woman is sitting on the floor using her cell phone.
26775,A clean toilet with black toilet seat and tiled black walls.
26776,Two halves of a grilled sandwich on a white plate. 
26777,A photo looking down at a man with a plate of pizza.
26778,An adorable cat with blue eyes wearing a knitted hat.
26779,A person standing in a very big grassy field by the water.
26780,A white train moving along the track under power lines.
26781,Black and white image of a person sitting in chair. 
26782,A dog sits next to bathtub in a bathroom.
26783,People are waiting in a city area to board a bus.
26784,A picture of the handle bars on a motorcycle. 
26785,A skateboarders doing a trick on the lip of a half pipe.
26786,A light yellow cat is sitting in a bathroom sink. 
26787,A truck is parked on the side of a curved road.
26788,A large adult dog stands next to a small kitten.
26789,Pizza at place setting with coca-cola bottle half full
26790,A tennis player on an outdoor tennis court being watched by lots of people.
26791,Two dogs lying on a red couch with a blanket.
26792,"The under storage compartment of a bus, filled with luggage, and bags."
26793,Multiple filled glass containers are sitting on a table. 
26794,Two cats up on a couch looking out the window 
26795,A clock tower has a white pole on top.
26796,"In one half of the room their is a table and chairs, and in the other half there is a bed, a night stand, and a television on a cart. "
26797,A flower in a vase sits on a window ledge. 
26798,Dog fetching and lip laying with frisbee in a green park.
26799,A large clock cut into the lawn of a small home.
26800,A cow eating out of a bin with a man standing behind it.
26801,A sandwich with pieces of meat on a bun.
26802,an image of a kite flying in the air
26803,Pedestrians are crossing the street in a city.
26804,A group of sheep standing by a tree.
26805,A nicely decorated kitchen with black and white theme.
26806,An old white and rust color building with a clock located in the middle. 
26807,The bottom of the skateboard deck shows lots of wear and tear.
26808,A hot dog with relish and mustard on a plate next to potato chips.
26809,a small boat in a body of water 
26810,A dog lies on the sidewalk next to an upturned hat and a bag.
26811,An orange truck is shown parked on the side of the sidewalk. 
26812,"A white, green, and yellow airplane is parked at an airport."
26813,The man is laying next to a stack of books.
26814,An old red beaten up bus parked in a driveway
26815,a horse race with jockeys running along a beach
26816,Someone who is cutting a cooked pizza with a pizza cutter.
26817,A vintage red truck parked in a parking lot under a blue sky.
26818,A plate with meat with vegetables and a cup
26819,Chocolate frosted doughnut with orange and black sprinkles.
26820,A large adult dog stands next to a small kitten.
26821,there is a small counter and sink in this kitchen
26822,"A stirfry containing broccoli, carrots and other vegetables."
26823,"A bedroom with a bed, awning and Mickey Mouse decorations."
26824,A large long train on a track near some tall buildings.
26825,three men on a beach playing a game of frisbee
26826,"A desk with a monitor, keyboard and laptop on it."
26827,A dog plays with a frizbee in a pile of snow
26828,A white cat curled up on a wooden chair.
26829,people in the snow standing around a little kid laying down
26830,Giraffes live in a large sandy area close to a mountain range.
26831,an image of a kite flying in the air
26832,a person near a surf board and a dog near by
26833,The tired fireman is leaning on the meter.
26834,The three giraffes are standing next to the wall.
26835,A car behind a parking meter that has a decoration on it.
26836,a person leading an elephant on a city street
26837,A hard suitcase and blue back with airline tags sit on a rug.
26838,"New, unused white bathroom basin, mirror, and cabinets."
26839,a dog jumping up to catch a frisbee in the air 
26840,a person  on a city street catching a frisbee
26841,"Seven oranges in a blue and white bowl, "
26842,A cell phone sits on a desk next to a green box.
26843,A group of people eating food in a restaurant.
